"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PG0002","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PP0049","ACCT_PP0050","ACCT_PP0051","ACCT_PP0052","ACCT_PP0053","ACCT_PP0054","ACCT_PP0055","ACCT_PP0056","ACCT_PP0057","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004"
15433,6/30/2024 0:00:00,8003,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15438,6/30/2024 0:00:00,8008,"5493006HFDG31YJ3MM36","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Dec 31 2022  5:00AM"
15451,6/30/2024 0:00:00,8017,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15454,6/30/2024 0:00:00,8019,"","Combination","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15459,6/30/2024 0:00:00,8023,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15467,6/30/2024 0:00:00,8028,"549300HQ25HXXXOWJ140","Automated","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 10 2023  6:00AM"
15483,6/30/2024 0:00:00,8038,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15513,6/30/2024 0:00:00,8054,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15516,6/30/2024 0:00:00,8056,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15522,6/30/2024 0:00:00,8058,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15523,6/30/2024 0:00:00,8059,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15532,6/30/2024 0:00:00,8065,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15536,6/30/2024 0:00:00,8068,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15539,6/30/2024 0:00:00,8071,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
15563,6/30/2024 0:00:00,8081,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15565,6/30/2024 0:00:00,8082,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15588,6/30/2024 0:00:00,8096,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15589,6/30/2024 0:00:00,8097,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15591,6/30/2024 0:00:00,8099,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15602,6/30/2024 0:00:00,8105,"","Combination","1","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","","",""
15614,6/30/2024 0:00:00,8110,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15616,6/30/2024 0:00:00,8111,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15618,6/30/2024 0:00:00,8112,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15619,6/30/2024 0:00:00,8113,"254900KPCI98XVKU8U39","Combination","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","Jan 30 2024  5:00AM"
15650,6/30/2024 0:00:00,8133,"549300D8S1ETG70FFW35","Manual","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 23 2024  6:00AM"
15652,6/30/2024 0:00:00,8135,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15659,6/30/2024 0:00:00,8140,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","","","",""
15669,6/30/2024 0:00:00,8147,"","Combination","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","",""
15672,6/30/2024 0:00:00,8149,"549300X2IS3ZCJG3OT45","Combination","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2023  5:00AM"
15673,6/30/2024 0:00:00,8150,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15732,6/30/2024 0:00:00,8181,"549300FWYXJ79KO49290","Combination","1","1","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 26 2024  8:00AM"
15741,6/30/2024 0:00:00,8187,"","Combination","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","",""
15752,6/30/2024 0:00:00,8193,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15757,6/30/2024 0:00:00,8195,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15766,6/30/2024 0:00:00,8202,"5493001VQ02LHMFEXJ21","Automated","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  7 2023  5:00AM"
15779,6/30/2024 0:00:00,8209,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15784,6/30/2024 0:00:00,8211,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15788,6/30/2024 0:00:00,8213,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15790,6/30/2024 0:00:00,8215,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15797,6/30/2024 0:00:00,8220,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15815,6/30/2024 0:00:00,8230,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15817,6/30/2024 0:00:00,8231,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15847,6/30/2024 0:00:00,8247,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15848,6/30/2024 0:00:00,8248,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15874,6/30/2024 0:00:00,8266,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15882,6/30/2024 0:00:00,8272,"5493002G1DPDOKT55X37","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  5:00AM"
15928,6/30/2024 0:00:00,8296,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15935,6/30/2024 0:00:00,8301,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
15938,6/30/2024 0:00:00,8303,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16009,6/30/2024 0:00:00,8339,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16011,6/30/2024 0:00:00,8340,"","Manual","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16014,6/30/2024 0:00:00,8343,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16016,6/30/2024 0:00:00,8344,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16030,6/30/2024 0:00:00,8351,"967600K0JD6JIELVRF39","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  2 2024  8:00AM"
16042,6/30/2024 0:00:00,8359,"","Manual","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16061,6/30/2024 0:00:00,8372,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16063,6/30/2024 0:00:00,8373,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16065,6/30/2024 0:00:00,8374,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16067,6/30/2024 0:00:00,8376,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16085,6/30/2024 0:00:00,8387,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16096,6/30/2024 0:00:00,8392,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16113,6/30/2024 0:00:00,8403,"549300GL7DLQR39MW179","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  5 2024  8:00AM"
16126,6/30/2024 0:00:00,8412,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16168,6/30/2024 0:00:00,8439,"549300N2BFCK871ZW394","Combination","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","",""
16174,6/30/2024 0:00:00,8444,"","Combination","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
16176,6/30/2024 0:00:00,8445,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16178,6/30/2024 0:00:00,8446,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
16190,6/30/2024 0:00:00,8452,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16207,6/30/2024 0:00:00,8463,"","Combination","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","",""
16209,6/30/2024 0:00:00,8465,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16213,6/30/2024 0:00:00,8468,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
16218,6/30/2024 0:00:00,8471,"5493001850NMVU84ZW56","Automated","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  3 2020  5:00AM"
16236,6/30/2024 0:00:00,8481,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16248,6/30/2024 0:00:00,8490,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16256,6/30/2024 0:00:00,8495,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16264,6/30/2024 0:00:00,8501,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16268,6/30/2024 0:00:00,8503,"","Combination","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","",""
16271,6/30/2024 0:00:00,8505,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16278,6/30/2024 0:00:00,8508,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16327,6/30/2024 0:00:00,8539,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16351,6/30/2024 0:00:00,8554,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16360,6/30/2024 0:00:00,8559,"549300RJ5S2V4F8C4H36","Manual","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  5:00AM"
16364,6/30/2024 0:00:00,8563,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16367,6/30/2024 0:00:00,8565,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16373,6/30/2024 0:00:00,8569,"549300TTMTYIYZ986C56","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  6:00AM"
16383,6/30/2024 0:00:00,8575,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16400,6/30/2024 0:00:00,8584,"549300P5JG6WBCSZ7M53","Combination","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 19 2024  5:00AM"
16401,6/30/2024 0:00:00,8585,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16402,6/30/2024 0:00:00,8586,"53-0212806","Combination","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
16408,6/30/2024 0:00:00,8590,"5493003PL2K1NXVSU388","Automated","1","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  5:00AM"
16410,6/30/2024 0:00:00,8591,"549300U8E8RBG5YNMP39","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 16 2023  5:00AM"
16411,6/30/2024 0:00:00,8592,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
16416,6/30/2024 0:00:00,8595,"549300DNWSJUNAWUM003","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 10 2024  5:00AM"
16429,6/30/2024 0:00:00,8604,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16435,6/30/2024 0:00:00,8608,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16437,6/30/2024 0:00:00,8609,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16444,6/30/2024 0:00:00,8612,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16449,6/30/2024 0:00:00,8615,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16453,6/30/2024 0:00:00,8617,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16476,6/30/2024 0:00:00,8627,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16479,6/30/2024 0:00:00,8629,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
16500,6/30/2024 0:00:00,8637,"254900OYJ23M4J7IJI76","Automated","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","",""
16520,6/30/2024 0:00:00,8653,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16525,6/30/2024 0:00:00,8657,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16547,6/30/2024 0:00:00,8670,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16556,6/30/2024 0:00:00,8675,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16570,6/30/2024 0:00:00,8683,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16571,6/30/2024 0:00:00,8684,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16574,6/30/2024 0:00:00,8685,"54900IWSSP83SNIPE63","Combination","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1",""
16577,6/30/2024 0:00:00,8687,"","Combination","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","",""
16584,6/30/2024 0:00:00,8691,"","Manual","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16605,6/30/2024 0:00:00,8702,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16614,6/30/2024 0:00:00,8710,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16619,6/30/2024 0:00:00,8714,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16626,6/30/2024 0:00:00,8717,"254900YPMNKIA6O0HC78","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Aug 16 2023  5:00AM"
16636,6/30/2024 0:00:00,8722,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16655,6/30/2024 0:00:00,8731,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16657,6/30/2024 0:00:00,8733,"549300FK7ZHTO2G1RM11","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 16 2024  5:00AM"
16672,6/30/2024 0:00:00,8741,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16682,6/30/2024 0:00:00,8746,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16699,6/30/2024 0:00:00,8754,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16702,6/30/2024 0:00:00,8756,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16706,6/30/2024 0:00:00,8758,"209250","Manual","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","",""
16728,6/30/2024 0:00:00,8770,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16732,6/30/2024 0:00:00,8771,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16746,6/30/2024 0:00:00,8777,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16754,6/30/2024 0:00:00,8783,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16756,6/30/2024 0:00:00,8785,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16769,6/30/2024 0:00:00,8793,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16770,6/30/2024 0:00:00,8794,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16773,6/30/2024 0:00:00,8796,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16785,6/30/2024 0:00:00,8802,"549300WVV5REOCSC4A63","Combination","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
16790,6/30/2024 0:00:00,8805,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16813,6/30/2024 0:00:00,8818,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16893,6/30/2024 0:00:00,8861,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16933,6/30/2024 0:00:00,8884,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16946,6/30/2024 0:00:00,8891,"2549001CF58X6R5L5L44","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2024  6:00AM"
16947,6/30/2024 0:00:00,8892,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16951,6/30/2024 0:00:00,8894,"0000016951","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
16954,6/30/2024 0:00:00,8896,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16979,6/30/2024 0:00:00,8907,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16989,6/30/2024 0:00:00,8914,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
16993,6/30/2024 0:00:00,8917,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
17012,6/30/2024 0:00:00,8924,"549300BSIYFJ3FALVK78","Combination","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  5:00AM"
17014,6/30/2024 0:00:00,8925,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17017,6/30/2024 0:00:00,8928,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
17023,6/30/2024 0:00:00,8931,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17040,6/30/2024 0:00:00,8940,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17057,6/30/2024 0:00:00,8949,"549300C62MGHXEJVMZ35","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  9 2024  5:00AM"
17067,6/30/2024 0:00:00,8954,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17100,6/30/2024 0:00:00,8972,"549300UP64TRM5LC7R70","Automated","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  6:00AM"
17105,6/30/2024 0:00:00,8976,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17107,6/30/2024 0:00:00,8977,"549300CJDUFKEK0WMB04","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  5:00AM"
17112,6/30/2024 0:00:00,8978,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17117,6/30/2024 0:00:00,8981,"254900M3DBBSBUPR5L27","Combination","1","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2023  6:00AM"
17126,6/30/2024 0:00:00,8985,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17127,6/30/2024 0:00:00,8986,"254900FLY5OAGDXADY25","Automated","1","1","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","Jan 11 2024  7:00AM"
17136,6/30/2024 0:00:00,8991,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17154,6/30/2024 0:00:00,9002,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17218,6/30/2024 0:00:00,9046,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17224,6/30/2024 0:00:00,9049,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17232,6/30/2024 0:00:00,9054,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17243,6/30/2024 0:00:00,9057,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17250,6/30/2024 0:00:00,9063,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17253,6/30/2024 0:00:00,9066,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17254,6/30/2024 0:00:00,9067,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17269,6/30/2024 0:00:00,9074,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17311,6/30/2024 0:00:00,9097,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17323,6/30/2024 0:00:00,9105,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17327,6/30/2024 0:00:00,9108,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17331,6/30/2024 0:00:00,9112,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17335,6/30/2024 0:00:00,9116,"549300D4P7FB9UH6CL48","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  4 2024  6:00AM"
17339,6/30/2024 0:00:00,9119,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17361,6/30/2024 0:00:00,9131,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17362,6/30/2024 0:00:00,9132,"549300MINSIGQJB44L41","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","",""
17371,6/30/2024 0:00:00,9135,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
17372,6/30/2024 0:00:00,9136,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",""
