"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
20053,12/31/2024 0:00:00,10650,"","1","1","1","1","1","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20060,12/31/2024 0:00:00,10656,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
20061,12/31/2024 0:00:00,10657,"549300SQKZC6HESYGO25","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
20063,12/31/2024 0:00:00,10659,"","1","0","1","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20114,12/31/2024 0:00:00,10689,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20147,12/31/2024 0:00:00,10715,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","1","1","","","","1","","1","",""
20186,12/31/2024 0:00:00,10744,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","","1","","1","","","1","1","1","1","",""
20194,12/31/2024 0:00:00,10748,"","1","1","1","1","1","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
20204,12/31/2024 0:00:00,10752,"","1","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
20207,12/31/2024 0:00:00,10755,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
20222,12/31/2024 0:00:00,10764,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20228,12/31/2024 0:00:00,10769,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20258,12/31/2024 0:00:00,10787,"549300E3VF26P7719Z56","1","0","0","0","0","0","0","0","1","0","1","0","1","1","1","Jan 29 2024  5:00AM","","","","","","","","","","","","","","","","",""
20267,12/31/2024 0:00:00,10793,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","","","",""
20279,12/31/2024 0:00:00,10799,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20290,12/31/2024 0:00:00,10806,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20292,12/31/2024 0:00:00,10808,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20302,12/31/2024 0:00:00,10813,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20303,12/31/2024 0:00:00,10814,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20324,12/31/2024 0:00:00,10829,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20336,12/31/2024 0:00:00,10838,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20341,12/31/2024 0:00:00,10840,"254900S1MZBA1L5LZF88","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
20354,12/31/2024 0:00:00,10848,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
20382,12/31/2024 0:00:00,10867,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
20392,12/31/2024 0:00:00,10874,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
20394,12/31/2024 0:00:00,10876,"549300BKDQB6JNNHRH94","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Dec 31 2024  5:00AM","","","","","","","","","","","","","","","","",""
20410,12/31/2024 0:00:00,10884,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20417,12/31/2024 0:00:00,10889,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20419,12/31/2024 0:00:00,10891,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","","","","",""
20438,12/31/2024 0:00:00,10906,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20448,12/31/2024 0:00:00,10913,"549300SI3EZ7U02L5E39","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Feb 26 2024  5:00AM","","","","","","","","","","","","","","","","",""
20463,12/31/2024 0:00:00,10923,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20469,12/31/2024 0:00:00,10927,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20496,12/31/2024 0:00:00,10945,"254900RKU25JCJEP4R59","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","Jan 16 2025  5:00AM","","","","","","","","","","","","","","","","",""
20509,12/31/2024 0:00:00,10955,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20513,12/31/2024 0:00:00,10958,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20516,12/31/2024 0:00:00,10960,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20529,12/31/2024 0:00:00,10969,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20543,12/31/2024 0:00:00,10978,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","1","1","1","1","","","1","1","1","1","",""
20547,12/31/2024 0:00:00,10981,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20550,12/31/2024 0:00:00,10983,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
20558,12/31/2024 0:00:00,10989,"5493000VGTLMMLXLP518","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  5:00AM","","","","","","","","","","","","","","","","",""
20570,12/31/2024 0:00:00,10999,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20581,12/31/2024 0:00:00,11007,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20585,12/31/2024 0:00:00,11010,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","1","","1","","","","","","","",""
20591,12/31/2024 0:00:00,11014,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20595,12/31/2024 0:00:00,11017,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","","","","","","","1","","1","",""
20600,12/31/2024 0:00:00,11021,"549300ULM1VXY8SV3Z64","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  5:00AM","","","","","","","","","","","","","","","","",""
20610,12/31/2024 0:00:00,11030,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20613,12/31/2024 0:00:00,11033,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20622,12/31/2024 0:00:00,11041,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20623,12/31/2024 0:00:00,11042,"254900APUOKMIQ9Z9027","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 13 2024  5:00AM","","","","","","","","","","","","","","","","",""
20629,12/31/2024 0:00:00,11046,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20641,12/31/2024 0:00:00,11056,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20656,12/31/2024 0:00:00,11066,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20661,12/31/2024 0:00:00,11070,"254900L42VHBMLKTDN80","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
20662,12/31/2024 0:00:00,11071,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20684,12/31/2024 0:00:00,11084,"549300BU6RKSCASCSN29","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20691,12/31/2024 0:00:00,11090,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20720,12/31/2024 0:00:00,11107,"","1","1","0","1","1","0","0","0","1","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
20727,12/31/2024 0:00:00,11112,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20749,12/31/2024 0:00:00,11123,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
20773,12/31/2024 0:00:00,11138,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
20793,12/31/2024 0:00:00,11152,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","1","","1","","","","1","1","1","",""
20805,12/31/2024 0:00:00,11163,"","1","0","1","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","",""
20823,12/31/2024 0:00:00,11174,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20824,12/31/2024 0:00:00,11175,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20839,12/31/2024 0:00:00,11183,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
20842,12/31/2024 0:00:00,11185,"984500E5A0F486875103","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20857,12/31/2024 0:00:00,11195,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20861,12/31/2024 0:00:00,11198,"549300IL3FQNU6YHBJ72","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 27 2025  5:00AM","","","","","","","","","","","","","","","","",""
20874,12/31/2024 0:00:00,11206,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20885,12/31/2024 0:00:00,11215,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","","","","","","","1","1","1","1","",""
20890,12/31/2024 0:00:00,11219,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","","","","",""
20891,12/31/2024 0:00:00,11220,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20921,12/31/2024 0:00:00,11244,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20943,12/31/2024 0:00:00,11261,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
20951,12/31/2024 0:00:00,11268,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20957,12/31/2024 0:00:00,11273,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20974,12/31/2024 0:00:00,11285,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
20990,12/31/2024 0:00:00,11295,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21009,12/31/2024 0:00:00,11310,"549300J1354ZHZC8JP58","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2025  5:00AM","","","","","","","","","","","","","","","","",""
21012,12/31/2024 0:00:00,11311,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21020,12/31/2024 0:00:00,11316,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21026,12/31/2024 0:00:00,11322,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21029,12/31/2024 0:00:00,11324,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21057,12/31/2024 0:00:00,11345,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21070,12/31/2024 0:00:00,11355,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21073,12/31/2024 0:00:00,11358,"","1","0","0","0","0","0","0","0","1","0","1","0","","","","","","","","","","","1","","1","","","","","","","",""
21083,12/31/2024 0:00:00,11364,"","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21100,12/31/2024 0:00:00,11376,"","1","0","1","0","0","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
21107,12/31/2024 0:00:00,11380,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21109,12/31/2024 0:00:00,11382,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21115,12/31/2024 0:00:00,11387,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21126,12/31/2024 0:00:00,11395,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21140,12/31/2024 0:00:00,11407,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21157,12/31/2024 0:00:00,11422,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21190,12/31/2024 0:00:00,11447,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21202,12/31/2024 0:00:00,11458,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","","","","","","","","","","",""
21204,12/31/2024 0:00:00,11460,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21226,12/31/2024 0:00:00,11478,"549300UOLCM9I7THWB63","1","1","0","0","0","0","0","0","1","0","1","0","1","","","","1","1","1","1","","","","","","","","1","1","1","1","",""
21231,12/31/2024 0:00:00,11483,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21240,12/31/2024 0:00:00,11491,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21244,12/31/2024 0:00:00,11495,"","1","0","1","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
21268,12/31/2024 0:00:00,11510,"","1","0","1","0","0","0","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
21279,12/31/2024 0:00:00,11519,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21294,12/31/2024 0:00:00,11530,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21305,12/31/2024 0:00:00,11538,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21319,12/31/2024 0:00:00,11552,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21326,12/31/2024 0:00:00,11558,"","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
21339,12/31/2024 0:00:00,11569,"","1","1","1","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21354,12/31/2024 0:00:00,11582,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21355,12/31/2024 0:00:00,11583,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
21367,12/31/2024 0:00:00,11593,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
21368,12/31/2024 0:00:00,11594,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21383,12/31/2024 0:00:00,11606,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21393,12/31/2024 0:00:00,11613,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21413,12/31/2024 0:00:00,11633,"254900N3Z9KIMSXQ0Q45","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  5:00AM","","","","","","","","","","","","","","","","",""
21440,12/31/2024 0:00:00,11655,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","","","","",""
21458,12/31/2024 0:00:00,11669,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21499,12/31/2024 0:00:00,11707,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21502,12/31/2024 0:00:00,11710,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
21507,12/31/2024 0:00:00,11715,"","1","0","1","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
21508,12/31/2024 0:00:00,11716,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21530,12/31/2024 0:00:00,11736,"","1","0","1","0","0","0","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
21532,12/31/2024 0:00:00,11738,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","1","1","1","","","","","1","1","",""
21556,12/31/2024 0:00:00,11762,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21575,12/31/2024 0:00:00,11778,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21586,12/31/2024 0:00:00,11786,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21593,12/31/2024 0:00:00,11792,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
21606,12/31/2024 0:00:00,11805,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21609,12/31/2024 0:00:00,11808,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21614,12/31/2024 0:00:00,11812,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
21615,12/31/2024 0:00:00,11813,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21628,12/31/2024 0:00:00,11824,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21630,12/31/2024 0:00:00,11826,"254900CLULPZ13KI0S29","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
21639,12/31/2024 0:00:00,11833,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21644,12/31/2024 0:00:00,11837,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21658,12/31/2024 0:00:00,11850,"549300t1f1brpwszt586","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 17 2024  5:00AM","","","","","","","","","","","","","","","","",""
21669,12/31/2024 0:00:00,11860,"","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21683,12/31/2024 0:00:00,11871,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
21686,12/31/2024 0:00:00,11874,"","1","0","0","0","1","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
21694,12/31/2024 0:00:00,11879,"","1","0","1","0","0","0","0","0","1","0","0","1","1","","","","","","","","","","","","","","","","","","","",""
21710,12/31/2024 0:00:00,11892,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21713,12/31/2024 0:00:00,11895,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21737,12/31/2024 0:00:00,11914,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","1","","1","","","","","","","",""
21751,12/31/2024 0:00:00,11927,"549300OGIGNKGO2DX942","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  5 2024  6:00AM","","","","","","","","","","","","","","","","",""
21774,12/31/2024 0:00:00,11948,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21782,12/31/2024 0:00:00,11955,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21787,12/31/2024 0:00:00,11960,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21788,12/31/2024 0:00:00,11961,"","1","0","0","1","1","0","0","0","0","0","1","0","","","","","","1","1","1","","","","","","","","","","","","",""
21794,12/31/2024 0:00:00,11966,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","1","","","","","","","1","1","1","1","1",""
21798,12/31/2024 0:00:00,11970,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21831,12/31/2024 0:00:00,12000,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","1","1","1","1","","","","","","","",""
21845,12/31/2024 0:00:00,12013,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21851,12/31/2024 0:00:00,12018,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21853,12/31/2024 0:00:00,12020,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21873,12/31/2024 0:00:00,12037,"","1","1","1","0","1","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
21875,12/31/2024 0:00:00,12039,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21879,12/31/2024 0:00:00,12043,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21904,12/31/2024 0:00:00,12067,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21927,12/31/2024 0:00:00,12089,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21930,12/31/2024 0:00:00,12092,"549300YJQ7L8XG0WT572","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2024  5:00AM","","","","","","","","","","","","","","","","",""
21956,12/31/2024 0:00:00,12117,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21968,12/31/2024 0:00:00,12128,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
21971,12/31/2024 0:00:00,12131,"549300I3LFY4G7F9CE90","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","Feb 28 2024  5:00AM","","","","","","1","1","","1","","","","","","","",""
22005,12/31/2024 0:00:00,12163,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","1","","","","","","","","","","","",""
22007,12/31/2024 0:00:00,12165,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
22028,12/31/2024 0:00:00,12184,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","1","","1","",""
22032,12/31/2024 0:00:00,12188,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","","","","","","","1","1","1","",""
22049,12/31/2024 0:00:00,12204,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
22070,12/31/2024 0:00:00,12224,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22083,12/31/2024 0:00:00,12237,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22114,12/31/2024 0:00:00,12263,"254900LXHR6OP0TSZ915","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22119,12/31/2024 0:00:00,12268,"254900AJB66305WKCT53","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  5:00AM","","","","","","","","","","","","","","","","",""
22128,12/31/2024 0:00:00,12277,"549300DQW5P73YGBL063","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Feb 16 2024  5:00AM","","","","","","","","","","","","","","","","",""
22131,12/31/2024 0:00:00,12280,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
22132,12/31/2024 0:00:00,12281,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22151,12/31/2024 0:00:00,12300,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
22157,12/31/2024 0:00:00,12306,"549300DQLGJ1YQRRHH73","1","1","1","1","0","0","0","0","1","0","0","0","1","1","1","Feb 29 2024  6:00AM","","","","","","","","","","","","","","","","",""
22159,12/31/2024 0:00:00,12308,"","1","0","1","0","0","0","0","0","1","0","0","0","","","","","1","1","1","1","","","","","","","","","","","","",""
22167,12/31/2024 0:00:00,12313,"","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22174,12/31/2024 0:00:00,12320,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22195,12/31/2024 0:00:00,12341,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22213,12/31/2024 0:00:00,12357,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22219,12/31/2024 0:00:00,12363,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
22220,12/31/2024 0:00:00,12364,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22241,12/31/2024 0:00:00,12383,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
22280,12/31/2024 0:00:00,12421,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
